0.000	27.465	0.186	0.630	-85.354
0.020	25.612	0.216	0.630	-85.368
0.040	23.345	0.239	0.630	-85.355
0.060	20.740	0.260	0.630	-85.326
0.080	17.824	0.277	0.630	-85.293
0.100	14.666	0.288	0.630	-85.266
0.120	11.271	0.296	0.630	-85.258
0.140	7.710	0.297	0.630	-85.277
0.160	4.063	0.299	0.630	-85.330
0.180	0.346	0.289	0.630	-85.421
0.200	-3.381	0.288	0.630	-85.550
0.220	-7.055	0.268	0.630	-85.719
0.240	-10.637	0.260	0.630	-85.921
0.260	-14.059	0.229	0.630	-86.147
0.280	-17.281	0.211	0.630	-86.385
0.300	-20.252	0.173	0.630	-86.628
0.320	-22.910	0.156	0.630	-86.857
0.340	-25.231	0.114	0.630	-87.069
0.360	-27.213	0.090	0.630	-87.245
0.380	-28.786	0.045	0.630	-87.379
0.400	-29.887	0.009	0.630	-87.460
0.420	-30.570	-0.027	0.630	-87.485
0.440	-30.806	-0.061	0.630	-87.454
0.460	-30.629	-0.098	0.630	-87.369
0.480	-30.027	-0.130	0.630	-87.235
0.500	-28.926	-0.165	0.630	-87.060
0.520	-27.401	-0.195	0.630	-86.855
0.540	-25.483	-0.219	0.630	-86.631
0.560	-23.227	-0.244	0.630	-86.402
0.580	-20.569	-0.265	0.630	-86.180
0.600	-17.647	-0.286	0.630	-85.975
0.620	-14.467	-0.295	0.630	-85.800
0.640	-11.056	-0.309	0.630	-85.656
0.660	-7.485	-0.307	0.630	-85.554
0.680	-3.800	-0.311	0.630	-85.487
0.700	-0.083	-0.300	0.630	-85.458
0.720	3.655	-0.295	0.630	-85.458
0.740	7.318	-0.273	0.630	-85.484
0.760	10.895	-0.260	0.630	-85.518
0.780	14.306	-0.237	0.630	-85.586
0.800	17.512	-0.215	0.630	-85.586
0.820	20.456	-0.178	0.630	-85.565
0.840	23.104	-0.153	0.630	-85.565
0.860	25.392	-0.115	0.630	-85.497
0.880	27.320	-0.084	0.630	-85.378
0.900	28.824	-0.045	0.630	-85.212
0.920	29.936	-0.010	0.630	-84.993
0.940	30.591	0.028	0.630	-84.729
0.960	30.811	0.070	0.630	-84.422
0.980	30.580	0.103	0.630	-84.083
1.000	29.882	0.140	0.630	-83.722
1.020	28.786	0.165	0.630	-83.350
1.040	27.261	0.206	0.630	-82.978
1.060	25.327	0.222	0.630	-82.622
1.080	23.018	0.254	0.630	-82.285
1.100	20.354	0.264	0.630	-81.986
1.120	17.427	0.295	0.630	-81.722
1.140	14.215	0.292	0.630	-81.510
1.160	10.820	0.310	0.632	-81.336
1.180	7.254	0.304	0.632	-81.215
1.200	3.574	0.314	0.635	-81.127
1.220	-0.142	0.297	0.635	-81.082
1.240	-3.859	0.297	0.635	-81.056
1.260	-7.549	0.272	0.635	-81.054
1.280	-11.094	0.263	0.635	-81.053
1.300	-14.494	0.233	0.635	-81.051
1.320	-17.684	0.215	0.635	-81.033
1.340	-20.617	0.175	0.635	-75.991
1.360	-23.233	0.154	0.635	-75.971
1.380	-25.499	0.114	0.635	-75.998
1.400	-27.411	0.090	0.635	-76.075
1.420	-28.937	0.045	0.635	-76.199
1.440	-30.006	0.011	0.635	-76.367
1.460	-30.618	-0.025	0.635	-76.571
1.480	-30.801	-0.062	0.635	-76.805
1.500	-30.553	-0.096	0.635	-77.056
1.520	-29.866	-0.134	0.635	-77.317
1.540	-28.738	-0.164	0.635	-77.569
1.560	-27.159	-0.192	0.635	-77.812
1.580	-25.198	-0.222	0.635	-78.024
1.600	-22.862	-0.242	0.635	-78.205
1.620	-20.198	-0.266	0.635	-78.339
1.640	-17.217	-0.279	0.635	-78.464
1.660	-14.021	-0.293	0.635	-78.464
1.680	-10.573	-0.303	0.635	-78.451
1.700	-6.980	-0.307	0.635	-78.230
1.720	-3.284	-0.304	0.635	-77.970
1.740	0.438	-0.300	0.635	-77.716
1.760	4.171	-0.286	0.635	-77.483
1.780	7.818	-0.276	0.635	-77.281
1.800	11.379	-0.249	0.635	-77.122
1.820	14.762	-0.238	0.635	-77.018
1.840	17.926	-0.206	0.635	-76.966
1.860	20.837	-0.180	0.635	-76.974
1.880	23.442	-0.145	0.635	-77.038
1.900	25.671	-0.116	0.635	-77.155
1.920	27.530	-0.076	0.635	-77.316
1.940	29.001	-0.045	0.635	-77.512
1.960	30.038	-0.004	0.635	-77.957
1.980	30.645	0.030	0.635	-77.957
2.000	30.801	0.074	0.635	-78.179
2.020	30.510	0.103	0.635	-78.383
2.040	29.775	0.147	0.635	-78.556
2.060	28.604	0.173	0.635	-78.688
2.080	27.003	0.206	0.635	-78.772
2.100	25.053	0.228	0.635	-78.800
2.120	22.674	0.252	0.635	-78.774
2.140	19.999	0.273	0.635	-78.692
2.160	17.018	0.287	0.635	-78.562
2.180	13.780	0.301	0.635	-78.387
2.200	10.342	0.305	0.635	-78.182
2.220	6.776	0.308	0.635	-77.733
2.240	3.091	0.301	0.635	-77.733
2.260	-0.626	0.297	0.635	-77.520
2.280	-4.348	0.284	0.635	-77.329
2.300	-8.006	0.271	0.635	-77.172
2.320	-11.540	0.251	0.635	-77.059
2.340	-14.897	0.229	0.635	-76.999
2.360	-18.060	0.199	0.635	-76.994
2.380	-20.950	0.173	0.635	-77.045
2.400	-23.533	0.147	0.635	-77.152
2.420	-25.746	0.107	0.635	-77.307
2.440	-27.642	0.074	0.635	-77.506
2.460	-29.066	0.036	0.635	-77.737
2.480	-30.097	0.005	0.635	-77.987
2.500	-30.645	-0.037	0.635	-78.244
2.520	-30.790	-0.073	0.635	-78.492
2.540	-30.468	-0.109	0.635	-78.719
2.560	-29.726	-0.142	0.635	-78.911
2.580	-28.545	-0.172	0.635	-79.059
2.600	-26.912	-0.201	0.635	-79.155
2.620	-24.903	-0.227	0.635	-79.194
2.640	-22.529	-0.247	0.635	-79.174
2.660	-19.795	-0.273	0.635	-79.099
2.680	-16.782	-0.286	0.635	-78.969
2.700	-13.554	-0.300	0.635	-78.796
2.720	-10.090	-0.306	0.635	-78.591
2.740	-6.491	-0.308	0.635	-78.363
2.760	-2.785	-0.307	0.635	-78.132
2.780	0.948	-0.300	0.635	-77.903
2.800	4.665	-0.291	0.635	-77.697
2.820	8.301	-0.278	0.635	-77.519
2.840	11.841	-0.255	0.635	-77.386
2.860	15.198	-0.236	0.635	-77.302
2.880	18.323	-0.207	0.635	-77.274
2.900	21.208	-0.179	0.635	-77.300
2.920	23.754	-0.146	0.635	-77.381
2.940	25.940	-0.115	0.635	-77.510
2.960	27.755	-0.081	0.635	-77.681
2.980	29.173	-0.038	0.635	-77.882
3.000	30.156	-0.004	0.635	-78.102
3.020	30.693	0.034	0.635	-78.327
3.040	30.790	0.068	0.635	-78.544
3.060	30.446	0.102	0.635	-78.739
3.080	29.640	0.137	0.635	-78.900
3.100	28.416	0.169	0.635	-79.016
3.120	26.761	0.199	0.635	-79.080
3.140	24.758	0.227	0.635	-79.088
3.160	22.341	0.251	0.635	-79.038
3.180	19.613	0.270	0.635	-78.929
3.200	16.605	0.285	0.635	-78.771
3.220	13.318	0.289	0.635	-78.570
3.240	9.875	0.300	0.635	-78.344
3.260	6.292	0.297	0.635	-78.096
3.280	2.613	0.298	0.635	-77.850
3.300	-1.125	0.285	0.635	-77.610
3.320	-4.831	0.281	0.635	-77.400
3.340	-8.494	0.257	0.635	-77.221
3.360	-12.002	0.243	0.635	-77.092
3.380	-15.332	0.213	0.635	-77.012
3.400	-18.452	0.191	0.635	-76.994
3.420	-21.304	0.161	0.635	-77.031
3.440	-23.829	0.130	0.635	-77.125
3.460	-26.031	0.096	0.635	-77.269
3.480	-27.846	0.061	0.635	-77.455
3.500	-29.211	0.024	0.635	-77.909
3.520	-30.188	-0.011	0.635	-77.909
3.540	-30.656	-0.051	0.635	-78.151
3.560	-30.763	-0.086	0.635	-78.384
3.580	-30.398	-0.121	0.635	-78.595
3.600	-29.597	-0.154	0.635	-78.773
3.620	-28.324	-0.186	0.635	-78.905
3.640	-26.638	-0.214	0.635	-78.987
3.660	-24.586	-0.238	0.635	-79.011
3.680	-22.175	-0.261	0.635	-78.981
3.700	-19.398	-0.285	0.635	-78.890
3.720	-16.352	-0.296	0.635	-78.754
3.740	-13.087	-0.307	0.635	-78.368
3.760	-9.617	-0.319	0.635	-78.368
3.780	-5.997	-0.320	0.635	-78.135
3.800	-2.285	-0.320	0.635	-77.905
3.820	1.437	-0.311	0.635	-77.678
3.840	5.154	-0.300	0.635	-77.480
3.860	8.779	-0.283	0.634	-77.192
3.880	12.308	-0.266	0.634	-77.192
3.900	15.633	-0.238	0.634	-77.119
3.920	18.721	-0.210	0.634	-77.106
3.940	21.552	-0.184	0.634	-77.147
3.960	24.071	-0.149	0.634	-77.241
3.980	26.214	-0.117	0.634	-77.382
4.000	27.975	-0.084	0.634	-77.563
4.020	29.323	-0.047	0.634	-77.772
4.040	30.242	-0.009	0.634	-77.997
4.060	30.736	0.028	0.634	-78.225
4.080	30.768	0.065	0.634	-78.442
4.100	30.371	0.101	0.634	-78.634
4.120	29.501	0.136	0.634	-78.789
4.140	28.228	0.166	0.634	-78.898
4.160	26.525	0.198	0.634	-78.952
4.180	24.452	0.220	0.634	-78.949
4.200	22.008	0.249	0.634	-78.886
4.220	19.226	0.262	0.634	-78.766
4.240	16.180	0.279	0.634	-78.598
4.260	12.883	0.286	0.634	-78.387
4.280	9.413	0.292	0.634	-78.148
4.300	5.803	0.293	0.634	-77.894
4.320	2.103	0.288	0.634	-77.637
4.340	-1.625	0.279	0.634	-77.395
4.360	-5.331	0.268	0.634	-77.177
4.380	-8.967	0.252	0.634	-77.000
4.400	-12.458	0.232	0.634	-76.864
4.420	-15.751	0.210	0.634	-76.785
4.440	-18.855	0.182	0.634	-76.762
4.460	-21.664	0.151	0.634	-76.799
4.480	-24.140	0.119	0.634	-76.891
4.500	-26.294	0.088	0.634	-77.034
4.520	-28.056	0.054	0.634	-77.217
4.540	-29.366	0.015	0.634	-77.431
4.560	-30.274	-0.019	0.634	-77.664
4.580	-30.698	-0.058	0.634	-77.901
4.600	-30.736	-0.095	0.634	-78.129
4.620	-30.306	-0.134	0.634	-78.332
4.640	-29.452	-0.163	0.634	-78.502
4.660	-28.126	-0.196	0.634	-78.626
4.680	-26.402	-0.219	0.634	-78.701
4.700	-24.285	-0.246	0.634	-78.721
4.720	-21.809	-0.265	0.634	-78.683
4.740	-19.011	-0.291	0.634	-78.596
4.760	-15.933	-0.303	0.634	-78.456
4.780	-12.646	-0.317	0.634	-78.280
4.800	-9.144	-0.319	0.634	-78.075
4.820	-5.503	-0.322	0.636	-77.861
4.840	-1.802	-0.316	0.636	-77.643
4.860	1.942	-0.314	0.636	-77.440
4.880	5.648	-0.296	0.636	-77.259
4.900	9.262	-0.281	0.636	-77.119
4.920	12.759	-0.262	0.636	-77.023
4.940	16.052	-0.234	0.636	-76.981
4.960	19.124	-0.208	0.636	-76.994
4.980	21.933	-0.179	0.636	-77.062
5.000	24.371	-0.146	0.636	-77.184
5.020	26.466	-0.113	0.636	-77.353
5.040	28.174	-0.077	0.636	-77.560
5.060	29.479	-0.043	0.636	-77.793
5.080	30.339	-0.005	0.636	-78.042
5.100	30.763	0.037	0.636	-78.290
5.120	30.741	0.070	0.636	-78.525
5.140	30.258	0.109	0.636	-78.735
5.160	29.350	0.139	0.636	-78.905
5.180	28.018	0.173	0.636	-79.028
5.200	26.267	0.202	0.636	-79.095
5.220	24.146	0.227	0.636	-79.104
5.240	21.637	0.247	0.636	-79.052
5.260	18.828	0.267	0.636	-78.945
5.280	15.751	0.282	0.636	-78.787
5.300	12.421	0.290	0.636	-78.587
5.320	8.924	0.296	0.636	-78.359
5.340	5.309	0.294	0.636	-78.115
5.360	1.603	0.293	0.636	-77.870
5.380	-2.119	0.280	0.636	-77.635
5.400	-5.825	0.271	0.636	-77.426
5.420	-9.461	0.248	0.636	-77.254
5.440	-12.931	0.239	0.636	-77.129
5.460	-16.202	0.207	0.636	-77.054
5.480	-19.263	0.184	0.636	-77.037
5.500	-22.035	0.152	0.636	-77.075
5.520	-24.473	0.122	0.636	-77.167
5.540	-26.563	0.086	0.636	-77.305
5.560	-28.271	0.053	0.636	-77.483
5.580	-29.544	0.014	0.636	-77.689
5.600	-30.403	-0.020	0.636	-77.909
5.620	-30.779	-0.060	0.636	-78.131
5.640	-30.736	-0.092	0.636	-78.340
5.660	-30.242	-0.131	0.636	-78.524
5.680	-29.329	-0.162	0.636	-78.670
5.700	-27.954	-0.195	0.636	-78.770
5.720	-26.171	-0.219	0.636	-78.816
5.740	-24.017	-0.245	0.636	-78.806
5.760	-21.492	-0.263	0.636	-78.740
5.780	-18.656	-0.284	0.636	-78.621
5.800	-15.520	-0.296	0.636	-78.458
5.820	-12.195	-0.315	0.636	-78.257
5.840	-8.704	-0.319	0.636	-78.028
5.860	-5.041	-0.320	0.636	-77.786
5.880	-1.319	-0.314	0.636	-77.549
5.900	2.425	-0.303	0.636	-77.324
5.920	6.115	-0.287	0.636	-77.134
5.940	9.714	-0.275	0.636	-76.982
5.960	13.199	-0.250	0.636	-76.880
5.980	16.470	-0.225	0.636	-76.831
6.000	19.500	-0.199	0.636	-76.841
6.020	22.271	-0.170	0.636	-76.907
6.040	24.656	-0.138	0.636	-77.028
6.060	26.719	-0.104	0.636	-77.196
6.080	28.357	-0.065	0.636	-77.402
6.100	29.614	-0.029	0.636	-77.636
6.120	30.414	0.004	0.636	-77.884
6.140	30.784	0.044	0.636	-78.133
6.160	30.698	0.085	0.636	-78.369
6.180	30.183	0.117	0.636	-78.578
6.200	29.205	0.148	0.630	-78.749
6.220	27.798	0.184	0.630	-78.873
6.240	26.010	0.211	0.630	-78.942
6.260	23.829	0.234	0.630	-78.955
6.280	21.278	0.256	0.630	-78.909
6.300	18.436	0.273	0.630	-78.809
6.320	15.310	0.289	0.630	-78.663
6.340	11.937	0.293	0.630	-78.476
6.360	8.451	0.303	0.630	-78.265
6.380	4.799	0.297	0.630	-78.036
6.400	1.104	0.300	0.630	-77.812
6.420	-2.629	0.288	0.630	-77.598
6.440	-6.324	0.277	0.630	-77.264
6.460	-9.961	0.259	0.630	-77.264
6.480	-13.398	0.241	0.630	-77.164
6.500	-16.637	0.214	0.630	-77.117
6.520	-19.672	0.190	0.630	-77.124
6.540	-22.416	0.154	0.630	-77.187
6.560	-24.790	0.128	0.630	-77.302
6.580	-26.847	0.094	0.630	-77.461
6.600	-28.496	0.056	0.630	-77.657
6.620	-29.689	0.018	0.630	-77.878
6.640	-30.484	-0.019	0.630	-78.112
6.660	-30.806	-0.054	0.630	-78.343
6.680	-30.720	-0.090	0.630	-78.559
6.700	-30.161	-0.125	0.630	-78.747
6.720	-29.178	-0.156	0.630	-78.895
6.740	-27.755	-0.190	0.630	-78.994
6.760	-25.907	-0.213	0.630	-79.038
6.780	-23.711	-0.242	0.630	-79.023
6.800	-21.143	-0.261	0.630	-78.951
6.820	-18.248	-0.282	0.630	-78.826
6.840	-15.106	-0.291	0.630	-78.653
6.860	-11.744	-0.304	0.630	-78.446
6.880	-8.220	-0.307	0.630	-78.213
6.900	-4.547	-0.312	0.630	-77.970
6.920	-0.814	-0.302	0.630	-77.728
6.940	2.930	-0.295	0.630	-77.311
6.960	6.598	-0.279	0.630	-77.311
6.980	10.186	-0.263	0.630	-77.158
7.000	13.651	-0.238	0.630	-77.053
7.020	16.895	-0.217	0.630	-77.005
7.040	19.881	-0.187	0.630	-77.015
7.060	22.610	-0.159	0.630	-77.082
7.080	24.951	-0.126	0.630	-77.202
7.100	26.960	-0.090	0.630	-77.369
7.120	28.561	-0.054	0.630	-77.575
7.140	29.742	-0.021	0.630	-77.807
7.160	30.489	0.022	0.630	-78.052
7.180	30.801	0.060	0.630	-78.296
7.200	30.666	0.093	0.630	-78.526
7.220	30.075	0.129	0.625	-78.729
7.240	29.033	0.161	0.625	-78.893
7.260	27.589	0.194	0.625	-79.012
7.280	25.746	0.222	0.625	-79.075
7.300	23.507	0.244	0.625	-79.033
7.320	20.928	0.268	0.625	-79.033
7.340	18.033	0.285	0.625	-78.929
7.360	14.870	0.296	0.625	-78.779
7.380	11.481	0.306	0.628	-78.595
7.400	7.957	0.310	0.632	-78.385
7.420	4.316	0.310	0.632	-78.166
7.440	0.604	0.302	0.632	-77.747
7.460	-3.129	0.295	0.632	-77.747
7.480	-6.808	0.277	0.632	-77.574
7.500	-10.423	0.264	0.632	-77.443
7.520	-13.823	0.239	0.632	-77.358
7.540	-17.072	0.213	0.632	-77.353
7.560	-20.042	0.189	0.632	-77.353
7.580	-22.722	0.157	0.632	-77.432
7.600	-25.075	0.127	0.632	-77.561
7.620	-27.068	0.091	0.632	-77.734
7.640	-28.657	0.054	0.632	-77.942
7.660	-29.823	0.017	0.632	-78.173
7.680	-30.537	-0.019	0.632	-78.413
7.700	-30.784	-0.055	0.632	-78.649
7.720	-30.656	-0.092	0.632	-78.866
7.740	-30.049	-0.128	0.632	-79.053
7.760	-29.001	-0.159	0.632	-79.197
7.780	-27.508	-0.192	0.632	-79.290
7.800	-25.612	-0.215	0.632	-79.326
7.820	-23.362	-0.241	0.632	-79.304
7.840	-20.740	-0.258	0.632	-79.222
7.860	-17.824	-0.279	0.632	-79.087
7.880	-14.660	-0.291	0.632	-78.904
7.900	-11.266	-0.301	0.632	-78.683
7.920	-7.705	-0.303	0.632	-78.440
7.940	-4.042	-0.308	0.632	-78.185
7.960	-0.325	-0.300	0.632	-77.933
7.980	3.424	-0.292	0.632	-77.698
8.000	7.093	-0.274	0.632	-77.495
8.020	10.675	-0.262	0.632	-77.330
8.040	14.102	-0.237	0.632	-77.215
8.060	17.314	-0.213	0.632	-77.155
8.080	20.273	-0.181	0.632	-77.153
8.100	22.959	-0.154	0.632	-77.208
8.120	25.258	-0.118	0.632	-77.315
8.140	27.202	-0.086	0.632	-77.468
8.160	28.743	-0.047	0.632	-77.871
8.180	29.877	-0.014	0.632	-77.871
8.200	30.559	0.024	0.632	-78.096
8.220	30.811	0.061	0.632	-78.319
8.240	30.613	0.096	0.632	-78.525
8.260	29.947	0.132	0.632	-78.703
8.280	28.872	0.165	0.632	-78.841
8.300	27.347	0.195	0.632	-78.932
8.320	25.472	0.222	0.632	-78.968
8.340	23.179	0.246	0.632	-78.950
8.360	20.547	0.264	0.632	-78.876
8.380	17.631	0.283	0.632	-78.752
8.400	14.446	0.299	0.632	-78.580
8.420	11.035	0.304	0.632	-78.373
8.440	7.495	0.307	0.632	-78.147
8.460	3.832	0.304	0.632	-77.914
8.480	0.099	0.299	0.632	-77.691
8.500	-3.607	0.292	0.632	-77.488
8.520	-7.281	0.274	0.632	-77.313
8.540	-10.852	0.256	0.632	-77.184
8.560	-14.263	0.233	0.632	-77.106
8.580	-17.464	0.210	0.632	-77.083
8.600	-20.413	0.181	0.632	-77.116
8.620	-23.034	0.148	0.632	-77.206
8.640	-25.344	0.117	0.632	-77.347
8.660	-27.282	0.080	0.632	-77.532
8.680	-28.835	0.045	0.632	-77.752
8.700	-29.909	0.010	0.632	-77.994
8.720	-30.564	-0.029	0.632	-78.246
8.740	-30.784	-0.066	0.632	-78.492
8.760	-30.559	-0.101	0.632	-78.720
8.780	-29.914	-0.135	0.632	-78.917
8.800	-28.808	-0.170	0.632	-79.070
8.820	-27.261	-0.201	0.632	-79.173
8.840	-25.311	-0.223	0.632	-79.219
8.860	-23.018	-0.246	0.632	-79.207
8.880	-20.348	-0.266	0.632	-79.139
8.900	-17.421	-0.285	0.632	-79.017
8.920	-14.225	-0.300	0.632	-78.851
8.940	-10.799	-0.304	0.632	-78.645
8.960	-7.205	-0.308	0.632	-78.422
8.980	-3.521	-0.311	0.632	-78.185
9.000	0.201	-0.303	0.632	-77.953
9.020	3.924	-0.296	0.632	-77.738
9.040	7.576	-0.281	0.632	-77.554
9.060	11.148	-0.265	0.632	-77.409
9.080	14.537	-0.241	0.632	-77.313
9.100	17.722	-0.214	0.632	-77.271
9.120	20.655	-0.184	0.632	-77.288
9.140	23.270	-0.153	0.632	-77.358
9.160	25.526	-0.122	0.632	-77.478
9.180	27.438	-0.084	0.632	-77.642
9.200	28.910	-0.050	0.632	-77.839
9.220	29.990	-0.014	0.632	-78.057
9.240	30.623	0.022	0.632	-78.283
9.260	30.806	0.058	0.632	-78.504
9.280	30.548	0.094	0.632	-78.705
9.300	29.823	0.128	0.632	-78.875
9.320	28.690	0.162	0.632	-79.001
9.340	27.137	0.194	0.632	-79.078
9.360	25.193	0.214	0.632	-79.097
9.380	22.851	0.244	0.632	-79.061
9.400	20.182	0.259	0.632	-78.965
9.420	17.233	0.280	0.632	-78.822
9.440	14.000	0.290	0.632	-78.632
9.460	10.578	0.297	0.632	-78.411
9.480	7.023	0.299	0.632	-78.167
9.500	3.344	0.297	0.632	-77.920
9.520	-0.379	0.287	0.632	-77.681
9.540	-4.106	0.278	0.632	-77.466
9.560	-7.764	0.260	0.632	-77.284
9.580	-11.320	0.242	0.632	-77.148
9.600	-14.682	0.219	0.632	-77.062
9.620	-17.856	0.197	0.632	-77.034
9.640	-20.767	0.167	0.632	-77.063
9.660	-23.367	0.137	0.632	-77.147
9.680	-25.617	0.101	0.632	-77.284
9.700	-27.503	0.066	0.632	-77.466
9.720	-28.985	0.032	0.632	-77.681
9.740	-30.022	-0.004	0.632	-77.919
9.760	-30.618	-0.043	0.632	-78.165
9.780	-30.779	-0.078	0.632	-78.405
9.800	-30.510	-0.113	0.632	-78.627
9.820	-29.796	-0.146	0.630	-78.817
9.840	-28.615	-0.179	0.630	-78.965
9.860	-27.025	-0.212	0.630	-79.062
9.880	-25.027	-0.233	0.630	-79.103
9.900	-22.663	-0.258	0.630	-79.087
9.920	-19.978	-0.277	0.630	-79.015
9.940	-16.981	-0.297	0.630	-78.894
9.960	-13.769	-0.304	0.630	-78.726
9.980	-10.321	-0.318	0.630	-78.528
10.000	-6.727	-0.320	0.630	-78.306
10.020	-3.032	-0.320	0.630	-78.079
10.040	0.712	-0.312	0.630	-77.857
10.060	4.423	-0.302	0.630	-77.659
10.080	8.075	-0.283	0.630	-77.490
10.100	11.604	-0.271	0.630	-77.366
10.120	14.988	-0.246	0.630	-77.290
10.140	18.125	-0.221	0.630	-77.267
10.160	21.014	-0.192	0.630	-77.301
10.180	23.593	-0.160	0.630	-77.388
10.200	25.816	-0.125	0.630	-77.524
10.220	27.642	-0.088	0.630	-77.702
10.240	29.093	-0.051	0.630	-77.911
10.260	30.102	-0.016	0.630	-78.138
10.280	30.672	0.020	0.630	-78.370
10.300	30.795	0.058	0.630	-78.594
10.320	30.484	0.094	0.630	-78.962
10.340	29.699	0.127	0.630	-78.962
10.360	28.507	0.158	0.630	-79.083
10.380	26.880	0.190	0.630	-79.152
10.400	24.908	0.215	0.630	-79.163
10.420	22.518	0.243	0.630	-79.115
10.440	19.795	0.257	0.630	-79.008
10.460	16.793	0.275	0.630	-78.851
10.480	13.554	0.281	0.630	-78.649
10.500	10.116	0.294	0.630	-78.419
10.520	6.534	0.294	0.630	-78.163
10.540	2.849	0.296	0.630	-77.652
10.560	-0.873	0.281	0.630	-77.652
10.580	-4.584	0.277	0.630	-77.429
10.600	-8.263	0.253	0.630	-77.234
10.620	-11.787	0.237	0.630	-77.090
10.640	-15.122	0.210	0.630	-76.996
10.660	-18.264	0.189	0.630	-76.962
10.680	-21.127	0.160	0.630	-76.983
10.700	-23.673	0.129	0.630	-77.061
10.720	-25.881	0.093	0.630	-77.189
10.740	-27.718	0.061	0.630	-77.362
10.760	-29.146	0.026	0.630	-77.792
10.780	-30.129	-0.014	0.630	-77.792
10.800	-30.666	-0.051	0.630	-78.251
10.820	-30.768	-0.086	0.630	-78.251
10.840	-30.435	-0.121	0.630	-78.457
10.860	-29.662	-0.153	0.630	-78.631
10.880	-28.421	-0.186	0.630	-78.762
10.900	-26.778	-0.214	0.630	-78.844
10.920	-24.731	-0.242	0.630	-78.870
10.940	-22.341	-0.266	0.630	-78.841
10.960	-19.607	-0.284	0.630	-78.756
10.980	-16.567	-0.300	0.630	-78.622
11.000	-13.323	-0.313	0.630	-78.448
11.020	-9.848	-0.322	0.632	-78.244
11.040	-6.244	-0.320	0.632	-78.023
11.060	-2.532	-0.320	0.632	-77.800
11.080	1.200	-0.316	0.632	-77.585
11.100	4.906	-0.304	0.632	-77.394
11.120	8.548	-0.287	0.632	-77.239
11.140	12.066	-0.267	0.632	-77.130
11.160	15.418	-0.241	0.632	-77.071
11.180	18.522	-0.217	0.632	-77.070
11.200	21.390	-0.186	0.632	-77.125
11.220	23.920	-0.157	0.632	-77.234
11.240	26.079	-0.121	0.632	-77.392
11.260	27.868	-0.081	0.632	-77.591
11.280	29.248	-0.048	0.632	-77.819
11.300	30.199	-0.012	0.632	-78.314
11.320	30.715	0.027	0.632	-78.314
11.340	30.779	0.067	0.632	-78.554
11.360	30.403	0.096	0.632	-78.769
11.380	29.576	0.133	0.632	-78.949
11.400	28.314	0.163	0.632	-79.082
11.420	26.649	0.196	0.632	-79.163
11.440	24.602	0.221	0.632	-79.185
11.460	22.153	0.245	0.632	-79.148
11.480	19.414	0.261	0.632	-79.053
11.500	16.379	0.279	0.632	-78.907
11.520	13.092	0.286	0.632	-78.719
11.540	9.638	0.295	0.632	-78.260
11.560	6.034	0.297	0.632	-78.260
11.580	2.334	0.293	0.632	-78.017
11.600	-1.394	0.287	0.632	-77.782
11.620	-5.094	0.277	0.632	-77.569
11.640	-8.758	0.256	0.632	-77.390
11.660	-12.249	0.238	0.632	-77.258
11.680	-15.584	0.214	0.632	-77.177
11.700	-18.689	0.190	0.632	-77.153
11.720	-21.509	0.156	0.632	-77.184
11.740	-24.022	0.131	0.632	-77.270
11.760	-26.176	0.096	0.632	-77.405
11.780	-27.970	0.062	0.632	-77.579
11.800	-29.334	0.024	0.632	-77.784
11.820	-30.253	-0.014	0.632	-78.007
11.840	-30.725	-0.047	0.632	-78.233
11.860	-30.795	-0.087	0.632	-78.450
11.880	-30.398	-0.123	0.632	-78.645
11.900	-29.549	-0.159	0.632	-78.803
11.920	-28.271	-0.187	0.632	-78.916
11.940	-26.547	-0.213	0.632	-78.980
11.960	-24.457	-0.237	0.632	-78.986
11.980	-22.030	-0.258	0.632	-78.938
12.000	-19.242	-0.284	0.632	-78.835
12.020	-16.186	-0.298	0.632	-78.681
12.040	-12.904	-0.309	0.632	-78.488
12.060	-9.397	-0.317	0.632	-78.267
12.080	-5.771	-0.318	0.632	-78.031
12.100	-2.060	-0.319	0.632	-77.795
12.120	1.678	-0.308	0.632	-77.570
12.140	5.379	-0.291	0.632	-77.374
12.160	9.010	-0.279	0.632	-77.217
12.180	12.512	-0.257	0.632	-77.105
12.200	15.831	-0.231	0.632	-77.046
12.220	18.914	-0.204	0.632	-77.045
